sample	celltype	frequency	proportion
MB-0662	Macrophages Vim+ Slug+	10	0.00807754442649435
MB-0664	Macrophages Vim+ Slug+	16	0.0115356885364095
MB-0666	Macrophages Vim+ Slug+	4	0.00373134328358209
MB-0869	Macrophages Vim+ Slug+	0	0
MB-0872	Macrophages Vim+ Slug+	2	0.00421940928270042
MB-0874	Macrophages Vim+ Slug+	2	0.00276243093922652
MB-0877	Macrophages Vim+ Slug+	1	0.000852514919011083
MB-0880	Macrophages Vim+ Slug+	0	0
MB-0882	Macrophages Vim+ Slug+	1	0.000753012048192771
MB-0884	Macrophages Vim+ Slug+	0	0
MB-0891	Macrophages Vim+ Slug+	0	0
MB-0893	Macrophages Vim+ Slug+	0	0
MB-0895	Macrophages Vim+ Slug+	0	0
MB-0899	Macrophages Vim+ Slug+	0	0
MB-0901	Macrophages Vim+ Slug+	36	0.0221538461538462
MB-0904	Macrophages Vim+ Slug+	7	0.0089058524173028
MB-0906	Macrophages Vim+ Slug+	2	0.00266666666666667
MB-0020	Myoepithelial	9	0.0514285714285714
MB-0081	Myoepithelial	2	0.000677736360555744
MB-0114	Myoepithelial	10	0.0130718954248366
MB-0117	Myoepithelial	9	0.00616016427104723
MB-0120	Myoepithelial	1	0.00129198966408269
MB-0121	Myoepithelial	32	0.0397515527950311
MB-0122	Myoepithelial	41	0.0431578947368421
MB-0123	Myoepithelial	10	0.00725689404934688
MB-0124	Myoepithelial	1	0.000943396226415094
MB-0126	Myoepithelial	3	0.00246103363412633
MB-0128	Myoepithelial	25	0.0248756218905473
MB-0130	Myoepithelial	1	0.00114942528735632
MB-0131	Myoepithelial	3	0.00179856115107914
MB-0133	Myoepithelial	0	0
MB-0135	Myoepithelial	0	0
MB-0136	Myoepithelial	61	0.0370145631067961
MB-0138	Myoepithelial	3	0.00394218134034166
MB-0139	Myoepithelial	0	0
MB-0140	Myoepithelial	2	0.00114942528735632
MB-0142	Myoepithelial	0	0
MB-0143	Myoepithelial	0	0
MB-0144	Myoepithelial	0	0
MB-0145	Myoepithelial	73	0.0743380855397149
MB-0150	Myoepithelial	0	0
MB-0151	Myoepithelial	0	0
MB-0152	Myoepithelial	0	0
MB-0153	Myoepithelial	10	0.0103842159916926
MB-0154	Myoepithelial	2	0.00353356890459364
MB-0158	Myoepithelial	1	0.00217864923747277
MB-0162	Myoepithelial	14	0.164705882352941
MB-0163	Myoepithelial	3	0.00208768267223382
MB-0164	Myoepithelial	4	0.00959232613908873
MB-0165	Myoepithelial	3	0.00258175559380379
MB-0166	Myoepithelial	1	0.00193423597678917
MB-0167	Myoepithelial	1	0.000600240096038415
MB-0168	Myoepithelial	0	0
MB-0169	Myoepithelial	0	0
MB-0170	Myoepithelial	5	0.00433651344319167
MB-0173	Myoepithelial	0	0
MB-0174	Myoepithelial	23	0.0241090146750524
MB-0175	Myoepithelial	1	0.000998003992015968
MB-0176	Myoepithelial	2	0.00170212765957447
MB-0177	Myoepithelial	1	0.00158730158730159
MB-0178	Myoepithelial	0	0
MB-0179	Myoepithelial	6	0.00382409177820268
MB-0180	Myoepithelial	1	0.000801924619085806
MB-0181	Myoepithelial	27	0.0208816705336427
MB-0184	Myoepithelial	37	0.0107620709714951
MB-0185	Myoepithelial	1	0.00104602510460251
MB-0188	Myoepithelial	0	0
MB-0189	Myoepithelial	9	0.00987925356750823
MB-0191	Myoepithelial	2	0.00148257968865827
MB-0192	Myoepithelial	23	0.0284653465346535
MB-0193	Myoepithelial	0	0
MB-0194	Myoepithelial	5	0.00422297297297297
MB-0197	Myoepithelial	0	0
MB-0198	Myoepithelial	1	0.000750187546886722
MB-0199	Myoepithelial	102	0.0831973898858075
MB-0200	Myoepithelial	12	0.01040763226366
MB-0201	Myoepithelial	0	0
MB-0202	Myoepithelial	9	0.00718276137270551
MB-0203	Myoepithelial	137	0.0831815421979356
MB-0204	Myoepithelial	5	0.0216450216450216
MB-0205	Myoepithelial	16	0.0406091370558376
MB-0206	Myoepithelial	2	0.00155642023346304
MB-0214	Myoepithelial	1	0.00467289719626168
MB-0218	Myoepithelial	26	0.0266393442622951
MB-0220	Myoepithelial	0	0
MB-0221	Myoepithelial	6	0.0028436018957346
MB-0222	Myoepithelial	16	0.0142348754448399
MB-0223	Myoepithelial	1	0.00131752305665349
MB-0224	Myoepithelial	1	0.00176056338028169
MB-0225	Myoepithelial	2	0.00193050193050193
MB-0227	Myoepithelial	4	0.00294767870302137
MB-0228	Myoepithelial	0	0
MB-0232	Myoepithelial	0	0
MB-0233	Myoepithelial	0	0
MB-0235	Myoepithelial	3	0.00213523131672598
MB-0236	Myoepithelial	4	0.00441014332965821
MB-0238	Myoepithelial	5	0.00282326369282891
MB-0239	Myoepithelial	0	0
MB-0241	Myoepithelial	1	0.00206611570247934
MB-0242	Myoepithelial	0	0
MB-0243	Myoepithelial	44	0.0338461538461538
MB-0244	Myoepithelial	0	0
MB-0245	Myoepithelial	0	0
MB-0248	Myoepithelial	1	0.00109170305676856
MB-0249	Myoepithelial	2	0.00421940928270042
MB-0258	Myoepithelial	0	0
MB-0259	Myoepithelial	0	0
MB-0260	Myoepithelial	13	0.0127952755905512
MB-0262	Myoepithelial	6	0.0048
MB-0263	Myoepithelial	0	0
MB-0264	Myoepithelial	2	0.00364963503649635
MB-0265	Myoepithelial	0	0
MB-0268	Myoepithelial	2	0.00315955766192733
MB-0269	Myoepithelial	51	0.0491803278688525
MB-0272	Myoepithelial	0	0
MB-0273	Myoepithelial	0	0
MB-0275	Myoepithelial	0	0
MB-0278	Myoepithelial	3	0.00351288056206089
MB-0279	Myoepithelial	15	0.0114068441064639
MB-0280	Myoepithelial	1	0.00176056338028169
MB-0283	Myoepithelial	1	0.000500751126690035
MB-0285	Myoepithelial	11	0.00736771600803751
MB-0286	Myoepithelial	0	0
MB-0287	Myoepithelial	46	0.0534262485481998
MB-0288	Myoepithelial	1	0.004739336492891
MB-0289	Myoepithelial	31	0.0383663366336634
MB-0291	Myoepithelial	3	0.00219619326500732
MB-0292	Myoepithelial	1	0.00108459869848156
MB-0294	Myoepithelial	6	0.00972447325769854
MB-0301	Myoepithelial	1	0.000937207122774133
MB-0302	Myoepithelial	0	0
MB-0304	Myoepithelial	0	0
MB-0305	Myoepithelial	1	0.000802568218298555
MB-0307	Myoepithelial	0	0
MB-0308	Myoepithelial	14	0.0125448028673835
MB-0309	Myoepithelial	0	0
MB-0311	Myoepithelial	0	0
MB-0312	Myoepithelial	0	0
MB-0314	Myoepithelial	6	0.00368098159509202
MB-0316	Myoepithelial	1	0.00104931794333683
MB-0318	Myoepithelial	352	0.255072463768116
MB-0319	Myoepithelial	0	0
MB-0320	Myoepithelial	0	0
MB-0321	Myoepithelial	2	0.00111919418019026
MB-0322	Myoepithelial	4	0.0023296447291788
MB-0324	Myoepithelial	0	0
MB-0325	Myoepithelial	0	0
MB-0333	Myoepithelial	15	0.0129198966408269
MB-0336	Myoepithelial	0	0
MB-0339	Myoepithelial	3	0.00252312867956266
MB-0340	Myoepithelial	4	0.00196560196560197
MB-0342	Myoepithelial	1	0.00272479564032698
MB-0343	Myoepithelial	0	0
MB-0344	Myoepithelial	0	0
MB-0345	Myoepithelial	1	0.001230012300123
MB-0347	Myoepithelial	6	0.00616016427104723
MB-0349	Myoepithelial	0	0
MB-0350	Myoepithelial	0	0
MB-0351	Myoepithelial	0	0
MB-0353	Myoepithelial	0	0
MB-0354	Myoepithelial	0	0
MB-0356	Myoepithelial	5	0.0108695652173913
MB-0359	Myoepithelial	4	0.00573888091822095
MB-0360	Myoepithelial	54	0.0422866092404072
MB-0361	Myoepithelial	0	0
MB-0362	Myoepithelial	1	0.00116414435389988
MB-0363	Myoepithelial	1	0.000553403431101273
MB-0364	Myoepithelial	0	0
MB-0365	Myoepithelial	0	0
MB-0366	Myoepithelial	1	0.000738552437223043
MB-0367	Myoepithelial	50	0.0675675675675676
MB-0369	Myoepithelial	0	0
MB-0370	Myoepithelial	0	0
MB-0375	Myoepithelial	0	0
MB-0377	Myoepithelial	46	0.0448343079922027
MB-0378	Myoepithelial	0	0
MB-0379	Myoepithelial	5	0.00408496732026144
MB-0380	Myoepithelial	0	0
MB-0382	Myoepithelial	0	0
MB-0383	Myoepithelial	0	0
MB-0384	Myoepithelial	6	0.00508044030482642
MB-0385	Myoepithelial	1	0.000958772770853308
MB-0386	Myoepithelial	1	0.003125
MB-0388	Myoepithelial	0	0
MB-0389	Myoepithelial	1	0.00066577896138482
MB-0390	Myoepithelial	0	0
MB-0392	Myoepithelial	1	0.00537634408602151
MB-0393	Myoepithelial	0	0
MB-0394	Myoepithelial	2	0.00088339222614841
MB-0395	Myoepithelial	1	0.00131926121372032
MB-0396	Myoepithelial	0	0
MB-0397	Myoepithelial	42	0.0329411764705882
MB-0398	Myoepithelial	2	0.00282885431400283
MB-0399	Myoepithelial	1	0.00121065375302663
MB-0400	Myoepithelial	0	0
MB-0401	Myoepithelial	6	0.00650054171180932
MB-0404	Myoepithelial	3	0.005
MB-0405	Myoepithelial	5	0.00462107208872458
MB-0406	Myoepithelial	0	0
MB-0408	Myoepithelial	6	0.00519480519480519
MB-0410	Myoepithelial	0	0
MB-0412	Myoepithelial	3	0.00326441784548422
MB-0413	Myoepithelial	0	0
MB-0414	Myoepithelial	2	0.00110926234054354
MB-0417	Myoepithelial	0	0
MB-0418	Myoepithelial	6	0.00734394124847001
MB-0419	Myoepithelial	0	0
MB-0420	Myoepithelial	0	0
MB-0421	Myoepithelial	1	0.00125
MB-0422	Myoepithelial	1	0.00111856823266219
MB-0423	Myoepithelial	1	0.00121802679658952
MB-0425	Myoepithelial	1	0.000559910414333707
MB-0426	Myoepithelial	5	0.00374251497005988
MB-0427	Myoepithelial	3	0.00371747211895911
MB-0429	Myoepithelial	3	0.00154400411734431
MB-0431	Myoepithelial	5	0.00802568218298555
MB-0432	Myoepithelial	3	0.00802139037433155
MB-0434	Myoepithelial	0	0
MB-0438	Myoepithelial	0	0
MB-0439	Myoepithelial	1	0.000765110941086458
MB-0440	Myoepithelial	14	0.0168674698795181
MB-0442	Myoepithelial	4	0.00285714285714286
MB-0443	Myoepithelial	0	0
MB-0444	Myoepithelial	1	0.00186219739292365
MB-0445	Myoepithelial	0	0
MB-0446	Myoepithelial	1	0.000982318271119843
MB-0448	Myoepithelial	6	0.00636942675159236
MB-0449	Myoepithelial	1	0.00102459016393443
MB-0451	Myoepithelial	10	0.0109529025191676
MB-0453	Myoepithelial	9	0.0102974828375286
MB-0454	Myoepithelial	1	0.000836820083682008
MB-0455	Myoepithelial	0	0
MB-0458	Myoepithelial	25	0.0563063063063063
MB-0459	Myoepithelial	18	0.0142292490118577
MB-0460	Myoepithelial	50	0.206611570247934
MB-0462	Myoepithelial	0	0
MB-0464	Myoepithelial	0	0
MB-0465	Myoepithelial	1	0.000594883997620464
MB-0467	Myoepithelial	0	0
MB-0468	Myoepithelial	29	0.086053412462908
MB-0470	Myoepithelial	6	0.00647249190938511
MB-0471	Myoepithelial	0	0
MB-0475	Myoepithelial	44	0.0252583237657865
MB-0476	Myoepithelial	30	0.0251256281407035
MB-0478	Myoepithelial	0	0
MB-0479	Myoepithelial	64	0.140659340659341
MB-0480	Myoepithelial	57	0.0961214165261383
MB-0481	Myoepithelial	0	0
MB-0482	Myoepithelial	7	0.0070635721493441
MB-0483	Myoepithelial	3	0.00288184438040346
MB-0484	Myoepithelial	55	0.0378006872852234
MB-0485	Myoepithelial	49	0.0376344086021505
MB-0486	Myoepithelial	23	0.0110153256704981
MB-0487	Myoepithelial	3	0.0031023784901758
MB-0488	Myoepithelial	16	0.0115107913669065
MB-0490	Myoepithelial	4	0.00306983883346124
MB-0491	Myoepithelial	20	0.0131061598951507
MB-0492	Myoepithelial	29	0.0264598540145985
MB-0494	Myoepithelial	1	0.000646830530401035
MB-0495	Myoepithelial	27	0.0240641711229947
MB-0496	Myoepithelial	0	0
MB-0501	Myoepithelial	90	0.0291734197730956
MB-0502	Myoepithelial	0	0
MB-0503	Myoepithelial	2	0.00282087447108604
MB-0504	Myoepithelial	13	0.0288248337028825
MB-0505	Myoepithelial	6	0.0143884892086331
MB-0508	Myoepithelial	9	0.00734094616639478
MB-0511	Myoepithelial	10	0.0143884892086331
MB-0512	Myoepithelial	0	0
MB-0513	Myoepithelial	20	0.0086244070720138
MB-0516	Myoepithelial	10	0.00920810313075507
MB-0519	Myoepithelial	0	0
MB-0521	Myoepithelial	3	0.00248756218905473
MB-0524	Myoepithelial	0	0
MB-0525	Myoepithelial	12	0.00891530460624071
MB-0526	Myoepithelial	1	0.000602046959662854
MB-0527	Myoepithelial	6	0.00276880479926165
MB-0528	Myoepithelial	1	0.000877963125548727
MB-0529	Myoepithelial	0	0
MB-0531	Myoepithelial	30	0.0494233937397035
MB-0532	Myoepithelial	2	0.0018034265103697
MB-0536	Myoepithelial	0	0
MB-0537	Myoepithelial	0	0
MB-0538	Myoepithelial	5	0.00245338567222767
MB-0542	Myoepithelial	30	0.0187617260787993
MB-0543	Myoepithelial	0	0
MB-0544	Myoepithelial	0	0
MB-0545	Myoepithelial	3	0.0037593984962406
MB-0547	Myoepithelial	0	0
MB-0549	Myoepithelial	14	0.0108611326609775
MB-0552	Myoepithelial	22	0.0205223880597015
MB-0553	Myoepithelial	2	0.00268456375838926
MB-0554	Myoepithelial	0	0
MB-0558	Myoepithelial	0	0
MB-0568	Myoepithelial	0	0
MB-0569	Myoepithelial	3	0.00323974082073434
MB-0570	Myoepithelial	0	0
MB-0571	Myoepithelial	2	0.00293685756240822
MB-0573	Myoepithelial	0	0
MB-0574	Myoepithelial	4	0.00290909090909091
MB-0575	Myoepithelial	12	0.00662251655629139
MB-0576	Myoepithelial	0	0
MB-0577	Myoepithelial	0	0
MB-0578	Myoepithelial	2	0.00124688279301746
MB-0579	Myoepithelial	1	0.000559597090095132
MB-0580	Myoepithelial	91	0.0557598039215686
MB-0581	Myoepithelial	15	0.00904704463208685
MB-0582	Myoepithelial	0	0
MB-0583	Myoepithelial	10	0.00472143531633617
MB-0584	Myoepithelial	22	0.0204081632653061
MB-0585	Myoepithelial	13	0.02
MB-0586	Myoepithelial	0	0
MB-0587	Myoepithelial	7	0.1
MB-0588	Myoepithelial	21	0.0165094339622642
MB-0589	Myoepithelial	22	0.0177133655394525
MB-0590	Myoepithelial	2	0.00257400257400257
MB-0591	Myoepithelial	6	0.00591715976331361
MB-0593	Myoepithelial	1	0.0021505376344086
MB-0594	Myoepithelial	11	0.00813008130081301
MB-0596	Myoepithelial	70	0.0416914830256105
MB-0597	Myoepithelial	11	0.012263099219621
MB-0598	Myoepithelial	0	0
MB-0599	Myoepithelial	1	0.000697836706210747
MB-0600	Myoepithelial	6	0.00403768506056528
MB-0601	Myoepithelial	0	0
MB-0603	Myoepithelial	20	0.0243605359317905
MB-0605	Myoepithelial	17	0.0215189873417722
MB-0607	Myoepithelial	5	0.00377928949357521
MB-0608	Myoepithelial	13	0.00874243443174176
MB-0609	Myoepithelial	59	0.025674499564839
MB-0610	Myoepithelial	8	0.00628436763550668
MB-0611	Myoepithelial	0	0
MB-0613	Myoepithelial	1	0.000829875518672199
MB-0614	Myoepithelial	1	0.00133868808567604
MB-0616	Myoepithelial	3	0.00436046511627907
MB-0618	Myoepithelial	0	0
MB-0620	Myoepithelial	13	0.00987841945288754
MB-0621	Myoepithelial	14	0.0120689655172414
MB-0623	Myoepithelial	0	0
MB-0624	Myoepithelial	5	0.0151057401812689
MB-0626	Myoepithelial	52	0.0388349514563107
MB-0628	Myoepithelial	15	0.00867052023121387
MB-0630	Myoepithelial	0	0
MB-0631	Myoepithelial	2	0.00258064516129032
MB-0634	Myoepithelial	4	0.0425531914893617
MB-0635	Myoepithelial	5	0.00598086124401914
MB-0636	Myoepithelial	0	0
MB-0637	Myoepithelial	2	0.00178571428571429
MB-0638	Myoepithelial	0	0
MB-0641	Myoepithelial	7	0.0089171974522293
MB-0642	Myoepithelial	0	0
MB-0643	Myoepithelial	1	0.000871839581517001
MB-0644	Myoepithelial	6	0.00457317073170732
MB-0646	Myoepithelial	0	0
MB-0652	Myoepithelial	7	0.00909090909090909
MB-0653	Myoepithelial	6	0.00630252100840336
MB-0654	Myoepithelial	13	0.138297872340426
MB-0657	Myoepithelial	0	0
MB-0658	Myoepithelial	15	0.0308641975308642
MB-0659	Myoepithelial	3	0.00458715596330275
MB-0660	Myoepithelial	14	0.013170272812794
MB-0661	Myoepithelial	6	0.00386349001931745
MB-0662	Myoepithelial	60	0.0484652665589661
MB-0664	Myoepithelial	2	0.00144196106705119
MB-0666	Myoepithelial	2	0.00186567164179104
MB-0869	Myoepithelial	3	0.00163220892274211
MB-0872	Myoepithelial	0	0
MB-0874	Myoepithelial	3	0.00414364640883978
MB-0877	Myoepithelial	1	0.000852514919011083
MB-0880	Myoepithelial	0	0
MB-0882	Myoepithelial	1	0.000753012048192771
MB-0884	Myoepithelial	1	0.000986193293885602
MB-0891	Myoepithelial	0	0
MB-0893	Myoepithelial	0	0
MB-0895	Myoepithelial	1	0.0025974025974026
MB-0899	Myoepithelial	1	0.000912408759124088
MB-0901	Myoepithelial	45	0.0276923076923077
MB-0904	Myoepithelial	4	0.00508905852417303
MB-0906	Myoepithelial	16	0.0213333333333333
MB-0020	Myofibroblasts	33	0.188571428571429
MB-0081	Myofibroblasts	472	0.159945781091156
MB-0114	Myofibroblasts	136	0.177777777777778
MB-0117	Myofibroblasts	176	0.120465434633812
MB-0120	Myofibroblasts	50	0.0645994832041344
MB-0121	Myofibroblasts	133	0.165217391304348
MB-0122	Myofibroblasts	342	0.36
MB-0123	Myofibroblasts	289	0.209724238026125
MB-0124	Myofibroblasts	32	0.030188679245283
MB-0126	Myofibroblasts	182	0.149302707136998
MB-0128	Myofibroblasts	95	0.0945273631840796
MB-0130	Myofibroblasts	123	0.141379310344828
MB-0131	Myofibroblasts	45	0.026978417266187
MB-0133	Myofibroblasts	8	0.181818181818182
MB-0135	Myofibroblasts	53	0.0356662180349933
MB-0136	Myofibroblasts	369	0.223907766990291
MB-0138	Myofibroblasts	252	0.331143232588699
MB-0139	Myofibroblasts	152	0.319327731092437
MB-0140	Myofibroblasts	48	0.0275862068965517
MB-0142	Myofibroblasts	33	0.0443548387096774
MB-0143	Myofibroblasts	97	0.0738766184310739
MB-0144	Myofibroblasts	140	0.155555555555556
MB-0145	Myofibroblasts	68	0.0692464358452139
MB-0150	Myofibroblasts	57	0.0473815461346633
MB-0151	Myofibroblasts	47	0.0408695652173913
MB-0152	Myofibroblasts	13	0.103174603174603
MB-0153	Myofibroblasts	771	0.800623052959502
MB-0154	Myofibroblasts	120	0.212014134275618
MB-0158	Myofibroblasts	1	0.00217864923747277
MB-0162	Myofibroblasts	13	0.152941176470588
MB-0163	Myofibroblasts	434	0.302018093249826
MB-0164	Myofibroblasts	146	0.350119904076739
MB-0165	Myofibroblasts	202	0.173838209982788
MB-0166	Myofibroblasts	205	0.39651837524178
MB-0167	Myofibroblasts	58	0.0348139255702281
MB-0168	Myofibroblasts	86	0.105006105006105
MB-0169	Myofibroblasts	98	0.284057971014493
MB-0170	Myofibroblasts	159	0.137901127493495
MB-0173	Myofibroblasts	0	0
MB-0174	Myofibroblasts	195	0.20440251572327
MB-0175	Myofibroblasts	150	0.149700598802395
MB-0176	Myofibroblasts	87	0.0740425531914894
MB-0177	Myofibroblasts	37	0.0587301587301587
MB-0178	Myofibroblasts	72	0.0619088564058469
MB-0179	Myofibroblasts	377	0.240280433397068
MB-0180	Myofibroblasts	232	0.186046511627907
MB-0181	Myofibroblasts	127	0.0982211910286156
MB-0184	Myofibroblasts	217	0.0631180919139034
MB-0185	Myofibroblasts	23	0.0240585774058577
MB-0188	Myofibroblasts	55	0.0547808764940239
MB-0189	Myofibroblasts	367	0.402854006586169
MB-0191	Myofibroblasts	35	0.0259451445515196
MB-0192	Myofibroblasts	176	0.217821782178218
MB-0193	Myofibroblasts	24	0.0983606557377049
MB-0194	Myofibroblasts	403	0.340371621621622
MB-0197	Myofibroblasts	22	0.109452736318408
MB-0198	Myofibroblasts	551	0.413353338334584
MB-0199	Myofibroblasts	10	0.00815660685154975
MB-0200	Myofibroblasts	179	0.155247181266262
MB-0201	Myofibroblasts	139	0.239655172413793
MB-0202	Myofibroblasts	265	0.211492418196329
MB-0203	Myofibroblasts	125	0.0758955676988464
MB-0204	Myofibroblasts	20	0.0865800865800866
MB-0205	Myofibroblasts	17	0.0431472081218274
MB-0206	Myofibroblasts	76	0.0591439688715953
MB-0214	Myofibroblasts	19	0.088785046728972
MB-0218	Myofibroblasts	86	0.0881147540983607
MB-0220	Myofibroblasts	32	0.0516129032258065
MB-0221	Myofibroblasts	178	0.0843601895734597
MB-0222	Myofibroblasts	412	0.366548042704626
MB-0223	Myofibroblasts	251	0.330698287220026
MB-0224	Myofibroblasts	72	0.126760563380282
MB-0225	Myofibroblasts	120	0.115830115830116
MB-0227	Myofibroblasts	143	0.105379513633014
MB-0228	Myofibroblasts	5	0.0943396226415094
MB-0232	Myofibroblasts	109	0.128689492325856
MB-0233	Myofibroblasts	65	0.176151761517615
MB-0235	Myofibroblasts	214	0.152313167259786
MB-0236	Myofibroblasts	183	0.201764057331863
MB-0238	Myofibroblasts	81	0.0457368718238283
MB-0239	Myofibroblasts	48	0.0903954802259887
MB-0241	Myofibroblasts	203	0.419421487603306
MB-0242	Myofibroblasts	18	0.073469387755102
MB-0243	Myofibroblasts	372	0.286153846153846
MB-0244	Myofibroblasts	10	0.053475935828877
MB-0245	Myofibroblasts	288	0.224648985959438
MB-0248	Myofibroblasts	25	0.027292576419214
MB-0249	Myofibroblasts	167	0.352320675105485
MB-0258	Myofibroblasts	46	0.0921843687374749
MB-0259	Myofibroblasts	62	0.0804150453955901
MB-0260	Myofibroblasts	59	0.0580708661417323
MB-0262	Myofibroblasts	114	0.0912
MB-0263	Myofibroblasts	256	0.339072847682119
MB-0264	Myofibroblasts	32	0.0583941605839416
MB-0265	Myofibroblasts	9	0.191489361702128
MB-0268	Myofibroblasts	22	0.0347551342812006
MB-0269	Myofibroblasts	515	0.496624879459981
MB-0272	Myofibroblasts	71	0.0546995377503852
MB-0273	Myofibroblasts	9	0.128571428571429
MB-0275	Myofibroblasts	48	0.114832535885167
MB-0278	Myofibroblasts	173	0.202576112412178
MB-0279	Myofibroblasts	230	0.174904942965779
MB-0280	Myofibroblasts	163	0.286971830985915
MB-0283	Myofibroblasts	51	0.0255383074611918
MB-0285	Myofibroblasts	316	0.211654387139987
MB-0286	Myofibroblasts	85	0.275974025974026
MB-0287	Myofibroblasts	187	0.21718931475029
MB-0288	Myofibroblasts	39	0.184834123222749
MB-0289	Myofibroblasts	70	0.0866336633663366
MB-0291	Myofibroblasts	341	0.249633967789165
MB-0292	Myofibroblasts	143	0.155097613882863
MB-0294	Myofibroblasts	48	0.0777957860615883
MB-0301	Myofibroblasts	111	0.104029990627929
MB-0302	Myofibroblasts	23	0.23
MB-0304	Myofibroblasts	55	0.0383810188415911
MB-0305	Myofibroblasts	247	0.198234349919743
MB-0307	Myofibroblasts	349	0.27265625
MB-0308	Myofibroblasts	287	0.257168458781362
MB-0309	Myofibroblasts	135	0.14018691588785
MB-0311	Myofibroblasts	230	0.474226804123711
MB-0312	Myofibroblasts	11	0.005863539445629
MB-0314	Myofibroblasts	398	0.244171779141104
MB-0316	Myofibroblasts	157	0.164742917103882
MB-0318	Myofibroblasts	147	0.106521739130435
MB-0319	Myofibroblasts	84	0.0730434782608696
MB-0320	Myofibroblasts	64	0.0755608028335301
MB-0321	Myofibroblasts	70	0.0391717963066592
MB-0322	Myofibroblasts	347	0.202096680256261
MB-0324	Myofibroblasts	62	0.0489344909234412
MB-0325	Myofibroblasts	4	0.00390243902439024
MB-0333	Myofibroblasts	136	0.117140396210164
MB-0336	Myofibroblasts	68	0.0769230769230769
MB-0339	Myofibroblasts	375	0.315391084945332
MB-0340	Myofibroblasts	170	0.0835380835380835
MB-0342	Myofibroblasts	79	0.215258855585831
MB-0343	Myofibroblasts	223	0.191910499139415
MB-0344	Myofibroblasts	148	0.231611893583725
MB-0345	Myofibroblasts	160	0.19680196801968
MB-0347	Myofibroblasts	41	0.0420944558521561
MB-0349	Myofibroblasts	179	0.259796806966618
MB-0350	Myofibroblasts	0	0
MB-0351	Myofibroblasts	113	0.140722291407223
MB-0353	Myofibroblasts	57	0.0654420206659013
MB-0354	Myofibroblasts	213	0.482993197278912
MB-0356	Myofibroblasts	30	0.0652173913043478
MB-0359	Myofibroblasts	48	0.0688665710186514
MB-0360	Myofibroblasts	192	0.150352388410337
MB-0361	Myofibroblasts	175	0.246826516220028
MB-0362	Myofibroblasts	105	0.122235157159488
MB-0363	Myofibroblasts	18	0.00996126175982291
MB-0364	Myofibroblasts	87	0.184713375796178
MB-0365	Myofibroblasts	10	0.0869565217391304
MB-0366	Myofibroblasts	115	0.0849335302806499
MB-0367	Myofibroblasts	236	0.318918918918919
MB-0369	Myofibroblasts	37	0.0244063324538259
MB-0370	Myofibroblasts	17	0.0315985130111524
MB-0375	Myofibroblasts	69	0.0514157973174367
MB-0377	Myofibroblasts	394	0.38401559454191
MB-0378	Myofibroblasts	80	0.137931034482759
MB-0379	Myofibroblasts	488	0.398692810457516
MB-0380	Myofibroblasts	42	0.035264483627204
MB-0382	Myofibroblasts	53	0.143243243243243
MB-0383	Myofibroblasts	236	0.305304010349289
MB-0384	Myofibroblasts	248	0.209991532599492
MB-0385	Myofibroblasts	7	0.00671140939597315
MB-0386	Myofibroblasts	80	0.25
MB-0388	Myofibroblasts	146	0.186224489795918
MB-0389	Myofibroblasts	96	0.0639147802929427
MB-0390	Myofibroblasts	35	0.0368033648790747
MB-0392	Myofibroblasts	79	0.424731182795699
MB-0393	Myofibroblasts	251	0.212531752751905
MB-0394	Myofibroblasts	243	0.107332155477032
MB-0395	Myofibroblasts	105	0.138522427440633
MB-0396	Myofibroblasts	5	0.00414593698175788
MB-0397	Myofibroblasts	286	0.224313725490196
MB-0398	Myofibroblasts	141	0.199434229137199
MB-0399	Myofibroblasts	188	0.227602905569007
MB-0400	Myofibroblasts	489	0.429701230228471
MB-0401	Myofibroblasts	43	0.0465872156013001
MB-0404	Myofibroblasts	96	0.16
MB-0405	Myofibroblasts	108	0.099815157116451
MB-0406	Myofibroblasts	23	0.0749185667752443
MB-0408	Myofibroblasts	294	0.254545454545455
MB-0410	Myofibroblasts	47	0.0413005272407733
MB-0412	Myofibroblasts	191	0.207834602829162
MB-0413	Myofibroblasts	36	0.0195121951219512
MB-0414	Myofibroblasts	141	0.0782029950083195
MB-0417	Myofibroblasts	0	0
MB-0418	Myofibroblasts	146	0.178702570379437
MB-0419	Myofibroblasts	1	0.000801924619085806
MB-0420	Myofibroblasts	20	0.037593984962406
MB-0421	Myofibroblasts	99	0.12375
MB-0422	Myofibroblasts	54	0.0604026845637584
MB-0423	Myofibroblasts	140	0.170523751522533
MB-0425	Myofibroblasts	320	0.179171332586786
MB-0426	Myofibroblasts	360	0.269461077844311
MB-0427	Myofibroblasts	30	0.0371747211895911
MB-0429	Myofibroblasts	65	0.0334534225424601
MB-0431	Myofibroblasts	183	0.293739967897271
MB-0432	Myofibroblasts	82	0.219251336898396
MB-0434	Myofibroblasts	40	0.0325732899022801
MB-0438	Myofibroblasts	48	0.0577617328519856
MB-0439	Myofibroblasts	62	0.0474368783473604
MB-0440	Myofibroblasts	201	0.242168674698795
MB-0442	Myofibroblasts	714	0.51
MB-0443	Myofibroblasts	41	0.0438502673796791
MB-0444	Myofibroblasts	51	0.0949720670391061
MB-0445	Myofibroblasts	303	0.221491228070175
MB-0446	Myofibroblasts	16	0.0157170923379175
MB-0448	Myofibroblasts	158	0.167728237791932
